1761342;opPack_onBreak;1
1928950;opPack_onBreak;0
3722490;opPack_onBreak;1
3895873;opPack_onBreak;0
5616848;opPack_onBreak;1
5761795;opPack_onBreak;0
7552957;opPack_onBreak;1
7687317;opPack_onBreak;0
9438319;opPack_onBreak;1
9572335;opPack_onBreak;0
11358748;opPack_onBreak;1
11529783;opPack_onBreak;0
13265426;opPack_onBreak;1
13428657;opPack_onBreak;0
15211158;opPack_onBreak;1
15367261;opPack_onBreak;0
17167181;opPack_onBreak;1
17308468;opPack_onBreak;0
18997709;opPack_onBreak;1
19137612;opPack_onBreak;0
20842189;opPack_onBreak;1
20973845;opPack_onBreak;0
22709891;opPack_onBreak;1
22879435;opPack_onBreak;0
24643381;opPack_onBreak;1
24773139;opPack_onBreak;0
26504549;opPack_onBreak;1
26640298;opPack_onBreak;0
28337427;opPack_onBreak;1
28467301;opPack_onBreak;0
