0;opPack_onBreak;0
1758685;opPack_onBreak;1
1902392;opPack_onBreak;0
3605400;opPack_onBreak;1
3729223;opPack_onBreak;0
5528725;opPack_onBreak;1
5660645;opPack_onBreak;0
7459785;opPack_onBreak;1
7581236;opPack_onBreak;0
9346497;opPack_onBreak;1
9492125;opPack_onBreak;0
11282411;opPack_onBreak;1
11457238;opPack_onBreak;0
13208805;opPack_onBreak;1
13354665;opPack_onBreak;0
15036472;opPack_onBreak;1
15160709;opPack_onBreak;0
16935932;opPack_onBreak;1
17062156;opPack_onBreak;0
18752127;opPack_onBreak;1
18893731;opPack_onBreak;0
20652357;opPack_onBreak;1
20822458;opPack_onBreak;0
22519437;opPack_onBreak;1
22651016;opPack_onBreak;0
24424101;opPack_onBreak;1
24557558;opPack_onBreak;0
26319037;opPack_onBreak;1
26486698;opPack_onBreak;0
28214323;opPack_onBreak;1
28384878;opPack_onBreak;0
30160983;opPack_onBreak;1
30326119;opPack_onBreak;0
32093136;opPack_onBreak;1
32233422;opPack_onBreak;0
33973655;opPack_onBreak;1
34121019;opPack_onBreak;0
35842237;opPack_onBreak;1
36009534;opPack_onBreak;0
37704245;opPack_onBreak;1
37864104;opPack_onBreak;0
39655387;opPack_onBreak;1
39807671;opPack_onBreak;0
41497707;opPack_onBreak;1
41634041;opPack_onBreak;0
43393162;opPack_onBreak;1
43532304;opPack_onBreak;0
45218065;opPack_onBreak;1
45345517;opPack_onBreak;0
47040112;opPack_onBreak;1
47211373;opPack_onBreak;0
48945186;opPack_onBreak;1
49081958;opPack_onBreak;0
50791540;opPack_onBreak;1
50911603;opPack_onBreak;0
52674179;opPack_onBreak;1
52832939;opPack_onBreak;0
54569596;opPack_onBreak;1
54699881;opPack_onBreak;0
56447275;opPack_onBreak;1
56596360;opPack_onBreak;0
